primary,oxydb_mac_2020,genbank,genbank.1,number,mds_ies_db_2015
Contig13603.0,Contig13603.0,AMCR02020208,AMCR02020208.1,13603.0,OXYTRI_MAC_13603
Contig13604.0,Contig13604.0,AMCR02020209,AMCR02020209.1,13604.0,OXYTRI_MAC_13604
Contig13604.0i1,Contig13604.0i1,AMCR02020210,AMCR02020210.1,13604.0i1,
Contig13606.0,Contig13606.0,AMCR02020211,AMCR02020211.1,13606.0,OXYTRI_MAC_13606
Contig13606.0v1,Contig13606.0v1,AMCR02020212,AMCR02020212.1,13606.0v1,
Contig13608.0,Contig13608.0,AMCR02020213,AMCR02020213.1,13608.0,OXYTRI_MAC_13608
Contig13608.0v1,Contig13608.0v1,AMCR02020214,AMCR02020214.1,13608.0v1,
Contig13608.0v2,Contig13608.0v2,AMCR02020215,AMCR02020215.1,13608.0v2,
Contig13609.0,Contig13609.0,AMCR02020216,AMCR02020216.1,13609.0,OXYTRI_MAC_13609
Contig13609.0i1v1,Contig13609.0i1v1,AMCR02020217,AMCR02020217.1,13609.0i1v1,
Contig13609.0i1,Contig13609.0i1,AMCR02020218,AMCR02020218.1,13609.0i1,
Contig13610.0.1,Contig13610.0.1,AMCR02020219,AMCR02020219.1,13610.0.1,OXYTRI_MAC_13610
Contig13610.0.1v1,Contig13610.0.1v1,AMCR02020220,AMCR02020220.1,13610.0.1v1,
Contig13610.0.1v2,Contig13610.0.1v2,AMCR02020221,AMCR02020221.1,13610.0.1v2,
Contig13611.0,Contig13611.0,AMCR02020222,AMCR02020222.1,13611.0,OXYTRI_MAC_13611
Contig13611.0v1,Contig13611.0v1,AMCR02020223,AMCR02020223.1,13611.0v1,
Contig13612.0,Contig13612.0,AMCR02020224,AMCR02020224.1,13612.0,OXYTRI_MAC_13612
Contig13613.0.0,Contig13613.0.0,AMCR02020225,AMCR02020225.1,13613.0.0,OXYTRI_MAC_13613
Contig13613.0.0i1,Contig13613.0.0i1,AMCR02020226,AMCR02020226.1,13613.0.0i1,
Contig13616.0,Contig13616.0,AMCR02020227,AMCR02020227.1,13616.0,OXYTRI_MAC_13616
Contig13616.0i1,Contig13616.0i1,AMCR02020228,AMCR02020228.1,13616.0i1,
Contig13618.0,Contig13618.0,AMCR02020229,AMCR02020229.1,13618.0,
Contig13618.0v1,Contig13618.0v1,AMCR02020230,AMCR02020230.1,13618.0v1,
Contig13619.0,Contig13619.0,AMCR02020231,AMCR02020231.1,13619.0,OXYTRI_MAC_13619
Contig13619.0v1,Contig13619.0v1,AMCR02020232,AMCR02020232.1,13619.0v1,
Contig13620.0,Contig13620.0,AMCR02020233,AMCR02020233.1,13620.0,OXYTRI_MAC_13620
Contig13620.0v1,Contig13620.0v1,AMCR02020234,AMCR02020234.1,13620.0v1,
Contig13621.0,Contig13621.0,AMCR02020235,AMCR02020235.1,13621.0,OXYTRI_MAC_13621
Contig13621.0v1,Contig13621.0v1,AMCR02020236,AMCR02020236.1,13621.0v1,
Contig13622.0,Contig13622.0,AMCR02020237,AMCR02020237.1,13622.0,OXYTRI_MAC_13622
Contig13624.0,Contig13624.0,AMCR02020238,AMCR02020238.1,13624.0,OXYTRI_MAC_13624
Contig13624.0v1,Contig13624.0v1,AMCR02020239,AMCR02020239.1,13624.0v1,
Contig13624.0i1,Contig13624.0i1,AMCR02020240,AMCR02020240.1,13624.0i1,
Contig13625.0,Contig13625.0,AMCR02020241,AMCR02020241.1,13625.0,OXYTRI_MAC_13625
Contig13625.0v1,Contig13625.0v1,AMCR02020242,AMCR02020242.1,13625.0v1,
Contig13626.0,Contig13626.0,AMCR02020243,AMCR02020243.1,13626.0,OXYTRI_MAC_13626
Contig13626.0i1,Contig13626.0i1,AMCR02020244,AMCR02020244.1,13626.0i1,
Contig13626.0i2,Contig13626.0i2,AMCR02020245,AMCR02020245.1,13626.0i2,
Contig13627.0,Contig13627.0,AMCR02020246,AMCR02020246.1,13627.0,OXYTRI_MAC_13627
Contig13627.0v1,Contig13627.0v1,AMCR02020247,AMCR02020247.1,13627.0v1,
Contig13628.0,Contig13628.0,AMCR02020248,AMCR02020248.1,13628.0,OXYTRI_MAC_13628
Contig13629.0,Contig13629.0,AMCR02020249,AMCR02020249.1,13629.0,OXYTRI_MAC_13629
Contig13629.0v1,Contig13629.0v1,AMCR02020250,AMCR02020250.1,13629.0v1,
Contig13630.0.0,Contig13630.0.0,AMCR02020251,AMCR02020251.1,13630.0.0,OXYTRI_MAC_13630
Contig13631.0,Contig13631.0,AMCR02020252,AMCR02020252.1,13631.0,OXYTRI_MAC_13631
Contig13632.0,Contig13632.0,AMCR02020253,AMCR02020253.1,13632.0,OXYTRI_MAC_13632
Contig13633.0,Contig13633.0,AMCR02020254,AMCR02020254.1,13633.0,OXYTRI_MAC_13633
Contig13633.0v1,Contig13633.0v1,AMCR02020255,AMCR02020255.1,13633.0v1,
Contig13634.0,Contig13634.0,AMCR02020256,AMCR02020256.1,13634.0,OXYTRI_MAC_13634
Contig13635.0,Contig13635.0,AMCR02020257,AMCR02020257.1,13635.0,OXYTRI_MAC_13635
Contig13635.0v1,Contig13635.0v1,AMCR02020258,AMCR02020258.1,13635.0v1,
Contig13636.0,Contig13636.0,AMCR02020259,AMCR02020259.1,13636.0,OXYTRI_MAC_13636
Contig13636.0i1,Contig13636.0i1,AMCR02020260,AMCR02020260.1,13636.0i1,
Contig13636.0i1v1,Contig13636.0i1v1,AMCR02020261,AMCR02020261.1,13636.0i1v1,
Contig13637.0.1,Contig13637.0.1,AMCR02020262,AMCR02020262.1,13637.0.1,OXYTRI_MAC_13637
Contig13637.0.1i1,Contig13637.0.1i1,AMCR02020263,AMCR02020263.1,13637.0.1i1,
Contig13637.0.1i2,Contig13637.0.1i2,AMCR02020264,AMCR02020264.1,13637.0.1i2,
Contig13637.0.1i2v1,Contig13637.0.1i2v1,AMCR02020265,AMCR02020265.1,13637.0.1i2v1,
Contig13637.0.1i2v2,Contig13637.0.1i2v2,AMCR02020266,AMCR02020266.1,13637.0.1i2v2,
Contig13637.0.1i2v3,Contig13637.0.1i2v3,AMCR02020267,AMCR02020267.1,13637.0.1i2v3,
Contig13637.0.1i3,Contig13637.0.1i3,AMCR02020268,AMCR02020268.1,13637.0.1i3,
Contig13642.0,Contig13642.0,AMCR02020269,AMCR02020269.1,13642.0,OXYTRI_MAC_13642
Contig13642.0i1,Contig13642.0i1,AMCR02020270,AMCR02020270.1,13642.0i1,
Contig13644.0,Contig13644.0,AMCR02020271,AMCR02020271.1,13644.0,OXYTRI_MAC_13644
Contig13644.0v1,Contig13644.0v1,AMCR02020272,AMCR02020272.1,13644.0v1,
Contig13645.0,Contig13645.0,AMCR02020273,AMCR02020273.1,13645.0,OXYTRI_MAC_13645
Contig13650.0,Contig13650.0,AMCR02020274,AMCR02020274.1,13650.0,OXYTRI_MAC_13650
Contig13651.0,Contig13651.0,AMCR02020275,AMCR02020275.1,13651.0,OXYTRI_MAC_13651
Contig13651.0i1,Contig13651.0i1,AMCR02020276,AMCR02020276.1,13651.0i1,
Contig13652.0,Contig13652.0,AMCR02020277,AMCR02020277.1,13652.0,OXYTRI_MAC_13652
Contig13654.0,Contig13654.0,AMCR02020278,AMCR02020278.1,13654.0,OXYTRI_MAC_13654
Contig13655.0,Contig13655.0,AMCR02020279,AMCR02020279.1,13655.0,OXYTRI_MAC_13655
Contig13656.0,Contig13656.0,AMCR02020280,AMCR02020280.1,13656.0,OXYTRI_MAC_13656
Contig13657.0,Contig13657.0,AMCR02020281,AMCR02020281.1,13657.0,OXYTRI_MAC_13657
Contig13657.0v1,Contig13657.0v1,AMCR02020282,AMCR02020282.1,13657.0v1,
Contig13659.0,Contig13659.0,AMCR02020283,AMCR02020283.1,13659.0,OXYTRI_MAC_13659
Contig13659.0v1,Contig13659.0v1,AMCR02020284,AMCR02020284.1,13659.0v1,
Contig13660.0,Contig13660.0,AMCR02020285,AMCR02020285.1,13660.0,OXYTRI_MAC_13660
Contig13660.0v1,Contig13660.0v1,AMCR02020286,AMCR02020286.1,13660.0v1,
Contig13661.0,Contig13661.0,AMCR02020287,AMCR02020287.1,13661.0,OXYTRI_MAC_13661
Contig13662.0,Contig13662.0,AMCR02020288,AMCR02020288.1,13662.0,OXYTRI_MAC_13662
Contig13663.0,Contig13663.0,AMCR02020289,AMCR02020289.1,13663.0,OXYTRI_MAC_13663
Contig13663.0v1,Contig13663.0v1,AMCR02020290,AMCR02020290.1,13663.0v1,
Contig13665.0,Contig13665.0,AMCR02020291,AMCR02020291.1,13665.0,OXYTRI_MAC_13665
Contig13665.0i1,Contig13665.0i1,AMCR02020292,AMCR02020292.1,13665.0i1,
Contig13665.0i1v1,Contig13665.0i1v1,AMCR02020293,AMCR02020293.1,13665.0i1v1,
Contig13665.0i1v2,Contig13665.0i1v2,AMCR02020294,AMCR02020294.1,13665.0i1v2,
Contig13666.0.0,Contig13666.0.0,AMCR02020295,AMCR02020295.1,13666.0.0,OXYTRI_MAC_13666
Contig13666.0.0i1,Contig13666.0.0i1,AMCR02020296,AMCR02020296.1,13666.0.0i1,
Contig13666.0.1,Contig13666.0.1,AMCR02020297,AMCR02020297.1,13666.0.1,OXYTRI_MAC_24547
Contig13667.0,Contig13667.0,AMCR02020298,AMCR02020298.1,13667.0,OXYTRI_MAC_13667
Contig13668.0,Contig13668.0,AMCR02020299,AMCR02020299.1,13668.0,OXYTRI_MAC_13668
Contig13668.0i1,Contig13668.0i1,AMCR02020300,AMCR02020300.1,13668.0i1,
Contig13669.0,Contig13669.0,AMCR02020301,AMCR02020301.1,13669.0,OXYTRI_MAC_13669
Contig13669.0i1,Contig13669.0i1,AMCR02020302,AMCR02020302.1,13669.0i1,
Contig13670.0,Contig13670.0,AMCR02020303,AMCR02020303.1,13670.0,OXYTRI_MAC_13670
Contig13671.0,Contig13671.0,AMCR02020304,AMCR02020304.1,13671.0,OXYTRI_MAC_13671
Contig13671.0v1,Contig13671.0v1,AMCR02020305,AMCR02020305.1,13671.0v1,
Contig13671.0i1,Contig13671.0i1,AMCR02020306,AMCR02020306.1,13671.0i1,
Contig13672.0,Contig13672.0,AMCR02020307,AMCR02020307.1,13672.0,OXYTRI_MAC_13672
Contig13672.0i1,Contig13672.0i1,AMCR02020308,AMCR02020308.1,13672.0i1,
Contig13673.0,Contig13673.0,AMCR02020309,AMCR02020309.1,13673.0,OXYTRI_MAC_13673
Contig13674.0.0,Contig13674.0.0,AMCR02020310,AMCR02020310.1,13674.0.0,OXYTRI_MAC_13674
Contig13674.0.0i1v1,Contig13674.0.0i1v1,AMCR02020311,AMCR02020311.1,13674.0.0i1v1,
Contig13675.0,Contig13675.0,AMCR02020312,AMCR02020312.1,13675.0,OXYTRI_MAC_13675
Contig13675.0v1,Contig13675.0v1,AMCR02020313,AMCR02020313.1,13675.0v1,
Contig13675.0i1,Contig13675.0i1,AMCR02020314,AMCR02020314.1,13675.0i1,
Contig13675.0i1v1,Contig13675.0i1v1,AMCR02020315,AMCR02020315.1,13675.0i1v1,
Contig13676.0,Contig13676.0,AMCR02020316,AMCR02020316.1,13676.0,OXYTRI_MAC_13676
Contig13677.0.1,Contig13677.0.1,AMCR02020317,AMCR02020317.1,13677.0.1,OXYTRI_MAC_13677
Contig13677.0.1v1,Contig13677.0.1v1,AMCR02020318,AMCR02020318.1,13677.0.1v1,
Contig13677.0.1v2,Contig13677.0.1v2,AMCR02020319,AMCR02020319.1,13677.0.1v2,
Contig13677.0.1v3,Contig13677.0.1v3,AMCR02020320,AMCR02020320.1,13677.0.1v3,
Contig13678.0,Contig13678.0,AMCR02020321,AMCR02020321.1,13678.0,OXYTRI_MAC_13678
Contig13678.0v1,Contig13678.0v1,AMCR02020322,AMCR02020322.1,13678.0v1,
Contig13678.0v2,Contig13678.0v2,AMCR02020323,AMCR02020323.1,13678.0v2,
Contig13679.0,Contig13679.0,AMCR02020324,AMCR02020324.1,13679.0,OXYTRI_MAC_13679
Contig13680.0,Contig13680.0,AMCR02020325,AMCR02020325.1,13680.0,OXYTRI_MAC_13680
Contig13681.0.0,Contig13681.0.0,AMCR02020326,AMCR02020326.1,13681.0.0,OXYTRI_MAC_13681
Contig13681.0.0i1,Contig13681.0.0i1,AMCR02020327,AMCR02020327.1,13681.0.0i1,
Contig13681.0.0i2,Contig13681.0.0i2,AMCR02020328,AMCR02020328.1,13681.0.0i2,
Contig13681.0.0i3,Contig13681.0.0i3,AMCR02020329,AMCR02020329.1,13681.0.0i3,
Contig13683.0,Contig13683.0,AMCR02020330,AMCR02020330.1,13683.0,OXYTRI_MAC_13683
Contig13683.0v1,Contig13683.0v1,AMCR02020331,AMCR02020331.1,13683.0v1,
Contig13684.0,Contig13684.0,AMCR02020332,AMCR02020332.1,13684.0,OXYTRI_MAC_13684
Contig13684.0i1,Contig13684.0i1,AMCR02020333,AMCR02020333.1,13684.0i1,
Contig13684.0i1v1,Contig13684.0i1v1,AMCR02020334,AMCR02020334.1,13684.0i1v1,
Contig13685.0,Contig13685.0,AMCR02020335,AMCR02020335.1,13685.0,OXYTRI_MAC_13685
Contig13685.0v1,Contig13685.0v1,AMCR02020336,AMCR02020336.1,13685.0v1,
Contig13688.0,Contig13688.0,AMCR02020337,AMCR02020337.1,13688.0,OXYTRI_MAC_13688
Contig13690.0,Contig13690.0,AMCR02020338,AMCR02020338.1,13690.0,OXYTRI_MAC_13690
Contig13690.0i1,Contig13690.0i1,AMCR02020339,AMCR02020339.1,13690.0i1,
Contig13690.0i1v1,Contig13690.0i1v1,AMCR02020340,AMCR02020340.1,13690.0i1v1,
Contig13690.0i2,Contig13690.0i2,AMCR02020341,AMCR02020341.1,13690.0i2,
Contig13694.0,Contig13694.0,AMCR02020342,AMCR02020342.1,13694.0,OXYTRI_MAC_13694
Contig13694.0v1,Contig13694.0v1,AMCR02020343,AMCR02020343.1,13694.0v1,
Contig13694.0v2,Contig13694.0v2,AMCR02020344,AMCR02020344.1,13694.0v2,
Contig13697.0,Contig13697.0,AMCR02020345,AMCR02020345.1,13697.0,OXYTRI_MAC_13697
Contig13699.0,Contig13699.0,AMCR02020346,AMCR02020346.1,13699.0,OXYTRI_MAC_13699
Contig13700.0.0,Contig13700.0.0,AMCR02020347,AMCR02020347.1,13700.0.0,OXYTRI_MAC_13700
Contig13700.0.0i1,Contig13700.0.0i1,AMCR02020348,AMCR02020348.1,13700.0.0i1,
Contig13702.0,Contig13702.0,AMCR02020349,AMCR02020349.1,13702.0,OXYTRI_MAC_13702
Contig13703.0,Contig13703.0,AMCR02020350,AMCR02020350.1,13703.0,OXYTRI_MAC_13703
Contig13704.0,Contig13704.0,AMCR02020351,AMCR02020351.1,13704.0,OXYTRI_MAC_13704
Contig13704.0i1,Contig13704.0i1,AMCR02020352,AMCR02020352.1,13704.0i1,
Contig13705.0,Contig13705.0,AMCR02020353,AMCR02020353.1,13705.0,OXYTRI_MAC_13705
Contig13705.0v1,Contig13705.0v1,AMCR02020354,AMCR02020354.1,13705.0v1,
Contig13706.0,Contig13706.0,AMCR02020355,AMCR02020355.1,13706.0,OXYTRI_MAC_13706
Contig13706.0v1,Contig13706.0v1,AMCR02020356,AMCR02020356.1,13706.0v1,
Contig13706.0i1,Contig13706.0i1,AMCR02020357,AMCR02020357.1,13706.0i1,
Contig13706.0i2,Contig13706.0i2,AMCR02020358,AMCR02020358.1,13706.0i2,
Contig13706.0i2v1,Contig13706.0i2v1,AMCR02020359,AMCR02020359.1,13706.0i2v1,
Contig13707.0,Contig13707.0,AMCR02020360,AMCR02020360.1,13707.0,OXYTRI_MAC_13707
Contig13708.0,Contig13708.0,AMCR02020361,AMCR02020361.1,13708.0,OXYTRI_MAC_13708
Contig13709.0,Contig13709.0,AMCR02020362,AMCR02020362.1,13709.0,OXYTRI_MAC_13709
Contig13711.0,Contig13711.0,AMCR02020363,AMCR02020363.1,13711.0,OXYTRI_MAC_13711
Contig13711.0i1,Contig13711.0i1,AMCR02020364,AMCR02020364.1,13711.0i1,
Contig13711.0i2,Contig13711.0i2,AMCR02020365,AMCR02020365.1,13711.0i2,
Contig13711.0i2v1,Contig13711.0i2v1,AMCR02020366,AMCR02020366.1,13711.0i2v1,
Contig13714.0,Contig13714.0,AMCR02020367,AMCR02020367.1,13714.0,OXYTRI_MAC_13714
Contig13714.0i1,Contig13714.0i1,AMCR02020368,AMCR02020368.1,13714.0i1,
Contig13714.0i1v1,Contig13714.0i1v1,AMCR02020369,AMCR02020369.1,13714.0i1v1,
Contig13714.0i2,Contig13714.0i2,AMCR02020370,AMCR02020370.1,13714.0i2,
Contig13714.0i2v1,Contig13714.0i2v1,AMCR02020371,AMCR02020371.1,13714.0i2v1,
Contig13714.0i2v2,Contig13714.0i2v2,AMCR02020372,AMCR02020372.1,13714.0i2v2,
Contig13715.0i1,Contig13715.0i1,AMCR02020373,AMCR02020373.1,13715.0i1,
Contig13715.0i1v1,Contig13715.0i1v1,AMCR02020374,AMCR02020374.1,13715.0i1v1,
Contig13717.0,Contig13717.0,AMCR02020375,AMCR02020375.1,13717.0,OXYTRI_MAC_13717
Contig13717.0i1,Contig13717.0i1,AMCR02020376,AMCR02020376.1,13717.0i1,
Contig13717.0i1v1,Contig13717.0i1v1,AMCR02020377,AMCR02020377.1,13717.0i1v1,
Contig13717.0i1v2,Contig13717.0i1v2,AMCR02020378,AMCR02020378.1,13717.0i1v2,
Contig13718.0,Contig13718.0,AMCR02020379,AMCR02020379.1,13718.0,OXYTRI_MAC_13718
Contig13718.0v1,Contig13718.0v1,AMCR02020380,AMCR02020380.1,13718.0v1,
Contig13721.0,Contig13721.0,AMCR02020381,AMCR02020381.1,13721.0,OXYTRI_MAC_13721
Contig13723.0,Contig13723.0,AMCR02020382,AMCR02020382.1,13723.0,OXYTRI_MAC_13723
Contig13723.0v1,Contig13723.0v1,AMCR02020383,AMCR02020383.1,13723.0v1,
Contig13724.0,Contig13724.0,AMCR02020384,AMCR02020384.1,13724.0,OXYTRI_MAC_13724
Contig13727.0,Contig13727.0,AMCR02020385,AMCR02020385.1,13727.0,OXYTRI_MAC_13727
Contig13727.0v1,Contig13727.0v1,AMCR02020386,AMCR02020386.1,13727.0v1,
Contig13728.0,Contig13728.0,AMCR02020387,AMCR02020387.1,13728.0,OXYTRI_MAC_13728
Contig13728.0v1,Contig13728.0v1,AMCR02020388,AMCR02020388.1,13728.0v1,
Contig13728.0v2,Contig13728.0v2,AMCR02020389,AMCR02020389.1,13728.0v2,
Contig13728.0v3,Contig13728.0v3,AMCR02020390,AMCR02020390.1,13728.0v3,
Contig13729.0,Contig13729.0,AMCR02020391,AMCR02020391.1,13729.0,OXYTRI_MAC_13729
Contig13730.0,Contig13730.0,AMCR02020392,AMCR02020392.1,13730.0,OXYTRI_MAC_13730
Contig13730.0v1,Contig13730.0v1,AMCR02020393,AMCR02020393.1,13730.0v1,
Contig13731.0,Contig13731.0,AMCR02020394,AMCR02020394.1,13731.0,OXYTRI_MAC_13731
Contig13731.0i1,Contig13731.0i1,AMCR02020395,AMCR02020395.1,13731.0i1,
Contig13731.0i1v1,Contig13731.0i1v1,AMCR02020396,AMCR02020396.1,13731.0i1v1,
Contig13734.0,Contig13734.0,AMCR02020397,AMCR02020397.1,13734.0,OXYTRI_MAC_13734
Contig13734.0v1,Contig13734.0v1,AMCR02020398,AMCR02020398.1,13734.0v1,
Contig13735.0,Contig13735.0,AMCR02020399,AMCR02020399.1,13735.0,OXYTRI_MAC_13735
Contig13736.0,Contig13736.0,AMCR02020400,AMCR02020400.1,13736.0,OXYTRI_MAC_13736
Contig13737.0,Contig13737.0,AMCR02020401,AMCR02020401.1,13737.0,OXYTRI_MAC_13737
Contig13737.0i1,Contig13737.0i1,AMCR02020402,AMCR02020402.1,13737.0i1,
Contig13737.0i1v1,Contig13737.0i1v1,AMCR02020403,AMCR02020403.1,13737.0i1v1,
Contig13738.0,Contig13738.0,AMCR02020404,AMCR02020404.1,13738.0,OXYTRI_MAC_13738
Contig13740.0,Contig13740.0,AMCR02020405,AMCR02020405.1,13740.0,OXYTRI_MAC_13740
Contig13740.0i1,Contig13740.0i1,AMCR02020406,AMCR02020406.1,13740.0i1,
Contig13740.0i2,Contig13740.0i2,AMCR02020407,AMCR02020407.1,13740.0i2,
Contig13740.0i3,Contig13740.0i3,AMCR02020408,AMCR02020408.1,13740.0i3,
Contig13740.0i3v1,Contig13740.0i3v1,AMCR02020409,AMCR02020409.1,13740.0i3v1,
Contig13741.0,Contig13741.0,AMCR02020410,AMCR02020410.1,13741.0,OXYTRI_MAC_13741
Contig13741.0v1,Contig13741.0v1,AMCR02020411,AMCR02020411.1,13741.0v1,
Contig13742.0.0,Contig13742.0.0,AMCR02020412,AMCR02020412.1,13742.0.0,OXYTRI_MAC_13742
Contig13742.0.0v2,Contig13742.0.0v2,AMCR02020413,AMCR02020413.1,13742.0.0v2,
Contig13743.0,Contig13743.0,AMCR02020414,AMCR02020414.1,13743.0,OXYTRI_MAC_13743
Contig13743.0v1,Contig13743.0v1,AMCR02020415,AMCR02020415.1,13743.0v1,
Contig13744.0,Contig13744.0,AMCR02020416,AMCR02020416.1,13744.0,OXYTRI_MAC_13744
Contig13744.0v1,Contig13744.0v1,AMCR02020417,AMCR02020417.1,13744.0v1,
Contig13746.0,Contig13746.0,AMCR02020418,AMCR02020418.1,13746.0,OXYTRI_MAC_13746
Contig13747.0,Contig13747.0,AMCR02020419,AMCR02020419.1,13747.0,OXYTRI_MAC_13747
Contig13748.0,Contig13748.0,AMCR02020420,AMCR02020420.1,13748.0,OXYTRI_MAC_13748
Contig13748.0v1,Contig13748.0v1,AMCR02020421,AMCR02020421.1,13748.0v1,
Contig13748.0i1,Contig13748.0i1,AMCR02020422,AMCR02020422.1,13748.0i1,
Contig13750.0,Contig13750.0,AMCR02020423,AMCR02020423.1,13750.0,OXYTRI_MAC_13750
Contig13751.0,Contig13751.0,AMCR02020424,AMCR02020424.1,13751.0,OXYTRI_MAC_13751
Contig13751.0i1,Contig13751.0i1,AMCR02020425,AMCR02020425.1,13751.0i1,
Contig13752.0,Contig13752.0,AMCR02020426,AMCR02020426.1,13752.0,OXYTRI_MAC_13752
Contig13752.0v1,Contig13752.0v1,AMCR02020427,AMCR02020427.1,13752.0v1,
Contig13753.0,Contig13753.0,AMCR02020428,AMCR02020428.1,13753.0,OXYTRI_MAC_13753
Contig13753.0v1,Contig13753.0v1,AMCR02020429,AMCR02020429.1,13753.0v1,
Contig13754.0,Contig13754.0,AMCR02020430,AMCR02020430.1,13754.0,OXYTRI_MAC_13754
Contig13754.0v1,Contig13754.0v1,AMCR02020431,AMCR02020431.1,13754.0v1,
Contig13754.0v2,Contig13754.0v2,AMCR02020432,AMCR02020432.1,13754.0v2,
Contig13754.0i1,Contig13754.0i1,AMCR02020433,AMCR02020433.1,13754.0i1,
Contig13755.0,Contig13755.0,AMCR02020434,AMCR02020434.1,13755.0,OXYTRI_MAC_13755
Contig13755.0v1,Contig13755.0v1,AMCR02020435,AMCR02020435.1,13755.0v1,
Contig13758.0,Contig13758.0,AMCR02020436,AMCR02020436.1,13758.0,OXYTRI_MAC_13758
Contig13759.0,Contig13759.0,AMCR02020437,AMCR02020437.1,13759.0,OXYTRI_MAC_13759
Contig13759.0i1,Contig13759.0i1,AMCR02020438,AMCR02020438.1,13759.0i1,
Contig13759.0i1v1,Contig13759.0i1v1,AMCR02020439,AMCR02020439.1,13759.0i1v1,
Contig13759.0i1v2,Contig13759.0i1v2,AMCR02020440,AMCR02020440.1,13759.0i1v2,
Contig13760.0,Contig13760.0,AMCR02020441,AMCR02020441.1,13760.0,OXYTRI_MAC_13760
Contig13760.0v1,Contig13760.0v1,AMCR02020442,AMCR02020442.1,13760.0v1,
Contig13760.0v2,Contig13760.0v2,AMCR02020443,AMCR02020443.1,13760.0v2,
Contig13761.0,Contig13761.0,AMCR02020444,AMCR02020444.1,13761.0,OXYTRI_MAC_13761
Contig13761.0v1,Contig13761.0v1,AMCR02020445,AMCR02020445.1,13761.0v1,
Contig13762.0,Contig13762.0,AMCR02020446,AMCR02020446.1,13762.0,OXYTRI_MAC_13762
Contig13763.0,Contig13763.0,AMCR02020447,AMCR02020447.1,13763.0,OXYTRI_MAC_13763
Contig13763.0v1,Contig13763.0v1,AMCR02020448,AMCR02020448.1,13763.0v1,
Contig13764.0,Contig13764.0,AMCR02020449,AMCR02020449.1,13764.0,OXYTRI_MAC_13764
Contig13765.0.1,Contig13765.0.1,AMCR02020450,AMCR02020450.1,13765.0.1,OXYTRI_MAC_13765
Contig13765.0.1v1,Contig13765.0.1v1,AMCR02020451,AMCR02020451.1,13765.0.1v1,
Contig13766.0,Contig13766.0,AMCR02020452,AMCR02020452.1,13766.0,OXYTRI_MAC_13766
Contig13766.0v1,Contig13766.0v1,AMCR02020453,AMCR02020453.1,13766.0v1,
Contig13767.0,Contig13767.0,AMCR02020454,AMCR02020454.1,13767.0,OXYTRI_MAC_13767
Contig13769.0,Contig13769.0,AMCR02020455,AMCR02020455.1,13769.0,OXYTRI_MAC_13769
Contig13769.0v1,Contig13769.0v1,AMCR02020456,AMCR02020456.1,13769.0v1,
Contig13770.0,Contig13770.0,AMCR02020457,AMCR02020457.1,13770.0,OXYTRI_MAC_13770
Contig13770.0i1,Contig13770.0i1,AMCR02020458,AMCR02020458.1,13770.0i1,
Contig13770.0i2,Contig13770.0i2,AMCR02020459,AMCR02020459.1,13770.0i2,
Contig13772.0,Contig13772.0,AMCR02020460,AMCR02020460.1,13772.0,OXYTRI_MAC_13772
Contig13772.0i1,Contig13772.0i1,AMCR02020461,AMCR02020461.1,13772.0i1,
Contig13772.0i2,Contig13772.0i2,AMCR02020462,AMCR02020462.1,13772.0i2,
Contig13772.0i2v1,Contig13772.0i2v1,AMCR02020463,AMCR02020463.1,13772.0i2v1,
Contig13774.0,Contig13774.0,AMCR02020464,AMCR02020464.1,13774.0,OXYTRI_MAC_13774
Contig13774.0v1,Contig13774.0v1,AMCR02020465,AMCR02020465.1,13774.0v1,
Contig13776.0,Contig13776.0,AMCR02020466,AMCR02020466.1,13776.0,OXYTRI_MAC_13776
Contig13776.0v1,Contig13776.0v1,AMCR02020467,AMCR02020467.1,13776.0v1,
Contig13776.0v2,Contig13776.0v2,AMCR02020468,AMCR02020468.1,13776.0v2,
Contig13776.0i1,Contig13776.0i1,AMCR02020469,AMCR02020469.1,13776.0i1,
Contig13778.0,Contig13778.0,AMCR02020470,AMCR02020470.1,13778.0,OXYTRI_MAC_13778
Contig13778.0i1,Contig13778.0i1,AMCR02020471,AMCR02020471.1,13778.0i1,
Contig13778.0i1v2,Contig13778.0i1v2,AMCR02020472,AMCR02020472.1,13778.0i1v2,
Contig13779.0,Contig13779.0,AMCR02020473,AMCR02020473.1,13779.0,OXYTRI_MAC_13779
Contig13779.0v1,Contig13779.0v1,AMCR02020474,AMCR02020474.1,13779.0v1,
Contig13779.0v2,Contig13779.0v2,AMCR02020475,AMCR02020475.1,13779.0v2,
Contig13779.0v3,Contig13779.0v3,AMCR02020476,AMCR02020476.1,13779.0v3,
Contig13780.0,Contig13780.0,AMCR02020477,AMCR02020477.1,13780.0,OXYTRI_MAC_13780
Contig13781.0,Contig13781.0,AMCR02020478,AMCR02020478.1,13781.0,OXYTRI_MAC_13781
Contig13781.0i1,Contig13781.0i1,AMCR02020479,AMCR02020479.1,13781.0i1,
Contig13782.0,Contig13782.0,AMCR02020480,AMCR02020480.1,13782.0,OXYTRI_MAC_13782
Contig13783.0,Contig13783.0,AMCR02020481,AMCR02020481.1,13783.0,OXYTRI_MAC_13783
Contig13784.0,Contig13784.0,AMCR02020482,AMCR02020482.1,13784.0,OXYTRI_MAC_13784
Contig13785.0,Contig13785.0,AMCR02020483,AMCR02020483.1,13785.0,OXYTRI_MAC_13785
